attention_probs_dropout_prob,hidden_dropout_prob,Accuracy,Precision,Recall,F1
0.1,0.1,0.85375,0.8264058679706602,0.8802083333333334,0.8524590163934426
0.1,0.2,0.8425,0.8086124401913876,0.8802083333333334,0.8428927680798005
0.1,0.3,0.84125,0.835509138381201,0.8333333333333334,0.834419817470665
0.2,0.1,0.86625,0.8274231678486997,0.9114583333333334,0.8674101610904585
0.2,0.2,0.83125,0.8029197080291971,0.859375,0.8301886792452831
0.2,0.3,0.79625,0.7241379310344828,0.9296875,0.814139110604333
0.3,0.1,0.83,0.7767857142857143,0.90625,0.8365384615384616
0.3,0.2,0.8325,0.7828054298642534,0.9010416666666666,0.837772397094431
0.3,0.3,0.82375,0.7941888619854721,0.8541666666666666,0.823086574654956
